reaction	linear_coefficient
MAR06932	[np.float64(6.713308228060648e-05)]
MAR06933	[np.float64(6.713308228060648e-05)]
MAR06934	[np.float64(6.713308228060648e-05)]
MAR06935	[np.float64(6.713308228060648e-05)]
MAR06936	[np.float64(6.713308228060648e-05)]
MAR06938	[2.9037379183842352e-05]
MAR06939	[2.9037379183842352e-05]
MAR06940	[8.4310167750605e-05]
MAR06941	[np.float64(6.713308228060648e-05)]
MAR06942	[np.float64(6.713308228060648e-05)]
MAR06943	[np.float64(6.713308228060648e-05)]
MAR06944	[np.float64(6.713308228060648e-05)]
MAR06945	[np.float64(6.713308228060648e-05)]
MAR06946	[np.float64(6.713308228060648e-05)]
MAR06947	[np.float64(6.713308228060648e-05)]
MAR06948	[np.float64(6.713308228060648e-05)]
MAR06949	[np.float64(6.713308228060648e-05)]
MAR06950	[np.float64(6.713308228060648e-05)]
MAR06951	[np.float64(6.713308228060648e-05)]
MAR06952	[np.float64(6.713308228060648e-05)]
MAR06953	[np.float64(6.713308228060648e-05)]
MAR06954	[np.float64(6.713308228060648e-05)]
MAR06955	[8.4310167750605e-05]
MAR06956	[8.4310167750605e-05]
MAR06957	[8.4310167750605e-05]
